Name	sex	1880N	1890N	1900N	1910N	1920N	1930N	1940N	1950N	1960N	1970N	1980N	1990N	2008N	2009N	2010N	2011N	2012N	2013N	2014N	2015N	2016N	2017N	1880R	1890R	1900R	1910R	1920R	1930R	1940R	1950R	1960R	1970R	1980R	1990R	2008R	2009R	2010R	2011R	2012R	2013R	2014R	2015R	2016R	2017R
Alejandro	M	0	0	0	0	33	36	31	43	80	272	404	872	980	832	929	782	692	628	653	581	559	528	0	0	0	0	760	694	669	568	453	238	177	108	105	121	102	130	148	165	157	180	181	194
Alena	F	0	0	0	0	0	0	0	0	0	0	0	43	104	97	95	93	95	95	116	125	118	120	0	0	0	0	0	0	0	0	0	0	0	909	686	714	728	744	737	726	617	596	636	634
Alene	F	0	16	49	84	93	72	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976	643	469	450	517	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alesha	F	0	0	0	0	0	0	0	0	0	0	67	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	894	0	0	0	0	0	0	0	0	0	0
Alesia	F	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0
Alessandra	F	0	0	0	0	0	0	0	0	0	0	0	63	186	158	208	200	232	270	272	287	271	269	0	0	0	0	0	0	0	0	0	0	0	771	407	473	383	397	345	299	299	276	305	313
Alessandro	M	0	0	0	0	0	0	0	0	0	0	0	0	93	92	88	92	86	99	106	93	93	104	0	0	0	0	0	0	0	0	0	0	0	0	624	649	674	638	688	626	622	680	681	639
Alessia	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	625
Aleta	F	0	0	0	0	0	0	30	32	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	835	949	0	0	0	0	0	0	0	0	0	0	0	0	0
Aletha	F	26	32	44	47	45	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	782	685	669	687	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alex	F	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0
Alex	M	629	600	606	578	411	296	230	204	313	416	1026	1758	1268	1248	1109	1017	976	900	796	779	719	672	102	116	126	132	165	200	224	246	218	176	79	52	85	83	93	95	98	110	128	134	147	151
Alexa	F	0	0	0	0	0	0	0	0	0	39	127	756	1227	1286	1260	1139	1086	1043	1065	1522	1211	1012	0	0	0	0	0	0	0	0	0	877	454	109	50	42	50	55	57	60	63	32	50	65
Alexander	M	902	809	775	833	562	333	319	303	369	741	2172	4566	4380	4399	4184	3964	3842	3778	3854	3650	3390	3248	82	93	97	102	137	189	184	209	189	107	50	23	6	4	6	8	9	8	8	8	11	13
Alexandra	F	0	0	0	0	0	0	39	40	84	207	923	2365	1084	1001	1003	915	880	892	829	753	720	675	0	0	0	0	0	0	733	753	546	338	85	28	61	69	64	76	76	82	92	101	110	120
Alexandre	M	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0
Alexandrea	F	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0
Alexandria	F	0	0	0	0	0	0	0	0	0	45	310	1103	423	395	375	384	383	395	400	384	372	323	0	0	0	0	0	0	0	0	0	832	228	80	189	200	205	205	206	207	211	213	218	257
Alexandro	M	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0
Alexia	F	0	0	0	0	0	0	0	0	0	0	45	225	379	356	324	290	324	464	306	255	220	200	0	0	0	0	0	0	0	0	0	0	851	308	213	220	242	275	252	175	270	318	374	412
Alexis	F	0	0	0	0	0	0	42	50	40	179	699	3274	2283	2401	2058	1648	1350	1213	1055	857	677	533	0	0	0	0	0	0	694	654	804	373	109	18	15	13	16	26	40	46	64	86	119	144
Alexis	M	0	0	0	0	0	0	0	0	25	60	133	404	551	490	405	375	395	302	295	250	245	209	0	0	0	0	0	0	0	0	771	577	365	194	169	186	219	242	228	294	302	343	350	396
Alexus	F	0	0	0	0	0	0	0	0	0	0	0	251	97	74	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	721	894	975	0	0	0	0	0	0	0
Alexys	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexzander	M	0	0	0	0	0	0	0	0	0	0	0	0	84	83	87	79	82	77	78	71	61	59	0	0	0	0	0	0	0	0	0	0	0	0	674	701	675	728	718	748	752	808	899	924
Alf	M	36	30	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	798	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alfonso	M	19	45	117	121	148	141	100	95	98	122	120	129	102	92	76	71	72	73	66	74	58	72	908	642	366	374	312	318	367	373	408	389	397	437	585	647	742	793	787	775	840	792	921	810
Alfonzo	M	0	0	21	0	0	0	0	16	17	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	0	0	0	0	875	875	897	0	0	0	0	0	0	0	0	0	0	0	0
Alford	M	60	53	59	39	40	37	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	561	571	706	670	691	780	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alfred	M	2095	2225	2208	2396	2250	1615	1076	739	485	314	198	117	65	63	56	55	54	52	72	58	67	65	35	39	39	42	40	60	90	113	163	213	285	467	787	828	900	917	939	964	793	920	844	861
Alfreda	F	0	34	37	68	76	52	41	62	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	746	537	504	623	707	580	788	0	0	0	0	0	0	0	0	0	0	0	0	0
Alfredo	M	0	26	58	62	91	91	83	100	129	196	207	251	185	165	143	138	137	138	132	118	123	120	0	846	582	542	420	397	405	361	350	299	272	274	388	423	460	483	493	501	524	587	571	584
Algie	M	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ali	F	0	0	0	0	0	0	0	0	0	0	31	73	75	69	96	98	77	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	716	866	938	726	713	866	1000	0	0	0	0
Ali	M	0	0	0	0	0	0	0	0	0	51	73	127	175	198	212	202	220	229	253	267	276	289	0	0	0	0	0	0	0	0	0	633	534	444	398	372	357	369	354	350	333	325	321	310
Alia	F	0	0	0	0	0	0	0	0	0	0	0	0	69	88	95	95	92	96	96	119	114	119	0	0	0	0	0	0	0	0	0	0	0	0	929	771	730	732	760	724	725	612	650	639
Aliana	F	0	0	0	0	0	0	0	0	0	0	0	0	71	72	84	107	106	106	100	96	95	84	0	0	0	0	0	0	0	0	0	0	0	0	907	913	805	670	673	676	700	737	753	833
Alianna	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	0	0	0	1000	998	0
Alice	F	6001	5083	5557	4943	4366	3503	2381	1293	699	331	194	161	241	305	443	555	631	746	767	857	934	991	10	15	11	13	15	22	41	85	144	240	336	407	326	258	172	142	127	107	96	87	76	70
Alice	M	22	39	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	692	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicia	F	26	26	28	43	89	123	165	245	581	1168	1779	1085	437	377	355	310	303	259	244	227	219	224	794	857	842	695	457	395	321	272	169	82	46	82	178	207	220	259	272	317	341	365	381	359
Alida	F	58	54	35	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	575	773	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alijah	M	0	0	0	0	0	0	0	0	0	0	0	0	138	139	137	147	151	134	145	156	148	160	0	0	0	0	0	0	0	0	0	0	0	0	469	473	469	456	455	508	484	479	508	476
Alina	F	0	0	0	0	0	0	0	0	0	0	46	107	332	321	308	306	305	320	430	467	462	430	0	0	0	0	0	0	0	0	0	0	850	558	245	248	264	265	270	251	192	172	178	186
Aline	F	65	109	155	154	135	85	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	383	335	334	361	475	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alisa	F	0	0	0	0	0	0	0	46	218	226	139	110	75	69	69	0	66	0	72	0	0	68	0	0	0	0	0	0	0	697	312	324	427	545	867	941	924	0	968	0	927	0	0	988
Alisha	F	0	0	0	0	0	0	0	0	31	265	578	362	112	90	87	90	77	75	76	75	68	82	0	0	0	0	0	0	0	0	888	288	142	204	642	765	786	765	867	866	890	919	985	865
Alison	F	0	0	0	0	0	0	45	154	317	657	718	492	294	350	304	323	300	272	281	243	246	212	0	0	0	0	0	0	661	344	253	136	107	159	273	227	269	249	274	297	289	338	343	382
Alissa	F	0	0	0	0	0	0	0	0	22	138	218	269	170	166	145	120	105	95	80	72	0	0	0	0	0	0	0	0	0	0	977	447	310	257	438	454	512	600	677	727	856	942	0	0
Alisson	F	0	0	0	0	0	0	0	0	0	0	0	0	88	120	107	84	79	67	72	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	606	671	805	847	950	928	915	0	0
Alistair	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	927
Alivia	F	0	0	0	0	0	0	0	0	0	0	0	35	430	443	441	421	426	444	398	382	370	347	0	0	0	0	0	0	0	0	0	0	0	978	181	178	174	191	189	183	213	214	220	239
Aliya	F	0	0	0	0	0	0	0	0	0	0	0	0	108	109	111	109	122	91	79	73	84	74	0	0	0	0	0	0	0	0	0	0	0	0	668	653	654	657	596	753	863	930	848	922
Aliyah	F	0	0	0	0	0	0	0	0	0	0	0	121	410	481	539	580	570	536	491	494	507	494	0	0	0	0	0	0	0	0	0	0	0	510	192	158	143	133	140	148	167	163	155	155
Aliza	F	0	0	0	0	0	0	0	0	0	0	0	0	76	88	81	70	77	69	85	106	107	110	0	0	0	0	0	0	0	0	0	0	0	0	861	777	823	926	868	929	813	675	688	687
Alize	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allan	M	99	123	185	238	314	534	600	440	289	176	149	134	112	114	101	88	86	94	83	98	83	78	365	333	275	238	197	140	131	169	226	318	339	429	552	557	610	675	689	653	720	656	736	771
Allen	M	865	829	889	844	900	1144	1314	1176	980	646	580	419	267	247	240	252	243	233	214	243	226	205	85	92	91	99	95	79	74	84	97	130	128	187	294	312	323	318	328	349	367	349	370	401
Allene	F	19	42	74	97	99	68	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	660	495	429	429	535	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allie	F	562	487	406	208	141	87	32	0	0	0	30	149	346	341	408	397	391	369	318	317	263	257	139	172	191	280	354	471	802	0	0	0	974	442	230	234	189	198	201	220	257	255	311	330
Allie	M	104	103	70	38	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	375	516	722	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alline	F	0	0	0	22	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allison	F	0	0	0	0	0	0	15	113	428	1017	1656	1858	1469	1596	1466	1380	1370	1382	1371	1345	1212	1047	0	0	0	0	0	0	980	422	210	95	50	41	32	30	38	40	38	34	38	39	49	60
Allison	M	28	34	20	32	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	753	942	826	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allisson	F	0	0	0	0	0	0	0	0	0	0	0	0	181	118	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	615	793	0	0	0	0	0	0	0
Ally	F	0	0	0	0	0	0	0	0	0	0	0	0	89	84	103	106	126	117	95	80	69	0	0	0	0	0	0	0	0	0	0	0	0	0	766	809	686	674	585	604	734	869	979	0
Allyn	M	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allyson	F	0	0	0	0	0	0	0	19	80	141	191	331	301	319	314	307	321	257	254	228	196	165	0	0	0	0	0	0	0	964	556	438	338	216	266	251	259	264	257	322	328	359	421	490
Allyssa	F	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	0	0	0	0	0	0	0	0	0
Alma	F	1817	2329	2065	1584	1202	810	408	239	166	166	150	149	86	83	78	75	79	101	104	104	99	119	67	54	57	69	91	131	186	277	371	393	401	439	792	820	850	878	848	700	678	686	723	643
Alma	M	42	44	39	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	649	741	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Almeda	F	85	65	61	57	42	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	510	556	603	715	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Almeta	F	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Almira	F	40	29	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	821	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Almon	M	34	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alois	M	36	29	39	51	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	810	746	607	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alondra	F	0	0	0	0	0	0	0	0	0	0	0	213	390	351	320	323	286	260	230	238	215	220	0	0	0	0	0	0	0	0	0	0	0	322	201	223	250	248	282	314	355	346	388	366
Alonso	M	0	0	0	0	0	0	0	0	0	0	0	47	86	90	94	88	79	88	85	84	81	82	0	0	0	0	0	0	0	0	0	0	0	769	660	659	637	676	737	684	708	731	754	745
Alonza	M	43	37	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	710	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alonzo	M	471	364	281	163	134	114	89	98	114	104	96	106	114	99	108	115	115	139	132	136	126	141	126	174	216	303	330	354	391	365	373	433	461	499	542	611	578	555	566	496	525	526	565	523
Aloysius	M	52	104	91	100	66	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	373	425	412	505	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpha	F	126	147	131	88	59	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	336	370	459	592	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpha	M	39	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpheus	M	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphonse	M	77	90	121	171	113	60	32	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	403	360	296	372	516	661	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphonso	M	23	34	72	56	50	60	56	69	65	48	34	0	0	0	0	0	0	0	0	0	0	0	826	746	510	578	593	518	488	444	500	651	786	0	0	0	0	0	0	0	0	0	0	0
Alta	F	533	582	488	347	245	163	74	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	153	170	222	265	336	508	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Altha	F	58	59	52	42	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	538	615	702	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Althea	F	55	67	78	116	102	65	42	75	46	0	0	0	0	0	0	0	0	0	0	0	0	0	541	499	477	392	423	544	704	525	756	0	0	0	0	0	0	0	0	0	0	0	0	0
Alton	M	83	115	384	324	325	339	214	149	114	85	59	39	0	0	0	0	0	0	0	0	0	0	406	350	177	197	187	186	231	298	375	478	600	837	0	0	0	0	0	0	0	0	0	0
Alva	F	64	99	95	81	63	53	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	399	432	478	576	617	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alva	M	287	285	200	145	115	79	41	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	204	259	330	371	441	581	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alvah	M	57	43	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	660	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alvaro	M	0	0	0	0	0	0	0	0	16	36	64	83	89	72	71	67	58	64	58	60	72	66	0	0	0	0	0	0	0	0	901	757	573	570	639	767	772	819	899	838	918	909	807	852
Alvena	F	28	31	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	797	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alvera	F	0	0	0	38	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alverta	F	18	16	38	36	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	969	737	764	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alvie	M	38	42	54	41	41	32	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658	671	600	687	665	750	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alvin	M	544	690	863	1138	1205	1009	696	573	377	259	198	144	154	112	122	116	126	115	115	114	118	113	111	109	93	81	71	93	119	139	186	246	286	404	437	570	524	553	523	571	595	602	588	603
Alvina	F	187	204	154	120	77	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	282	337	383	502	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alvis	M	20	30	34	47	41	37	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	799	785	640	666	685	750	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alyce	F	25	41	106	167	150	107	71	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	673	410	317	342	429	522	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alycia	F	0	0	0	0	0	0	0	0	0	0	58	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	708	0	0	0	0	0	0	0	0	0	0
Alysa	F	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0	0
Alyse	F	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	0	0	0	0
Alysha	F	0	0	0	0	0	0	0	0	0	0	50	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	579	0	0	0	0	0	0	0	0	0	0
Alysia	F	0	0	0	0	0	0	0	0	0	39	46	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	848	740	0	0	0	0	0	0	0	0	0	0
Alyson	F	0	0	0	0	0	0	0	0	34	100	148	165	155	155	146	157	140	127	124	106	90	84	0	0	0	0	0	0	0	0	859	539	406	400	480	481	507	477	541	575	592	678	795	835
Alyssa	F	0	0	0	0	0	0	0	0	32	181	876	2876	2267	1928	1744	1516	1286	1066	957	816	677	580	0	0	0	0	0	0	0	0	883	370	89	21	16	19	20	37	44	57	76	93	120	133
Alyvia	F	0	0	0	0	0	0	0	0	0	0	0	0	65	78	81	80	78	85	73	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	970	861	819	835	860	803	918	0	923	0
Amalia	F	49	42	31	32	36	15	0	0	0	0	0	0	0	0	0	64	0	69	77	85	91	128	572	659	813	805	751	990	0	0	0	0	0	0	0	0	0	992	0	930	882	828	790	613
Amanda	F	1149	806	461	209	124	87	91	136	445	3690	9824	4767	572	470	411	354	309	271	263	256	252	249	93	119	175	279	384	470	461	380	199	17	3	6	138	166	188	226	265	298	312	316	329	334
Amanda	M	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0
Amani	F	0	0	0	0	0	0	0	0	0	0	0	0	125	127	131	131	129	123	110	97	101	94	0	0	0	0	0	0	0	0	0	0	0	0	583	579	553	560	572	585	647	729	714	760
Amara	F	0	0	0	0	0	0	0	0	0	0	0	0	125	124	111	124	130	125	151	173	274	385	0	0	0	0	0	0	0	0	0	0	0	0	578	586	652	587	568	581	512	461	300	208
Amare	M	0	0	0	0	0	0	0	0	0	0	0	0	83	92	127	161	135	107	66	67	53	0	0	0	0	0	0	0	0	0	0	0	0	0	677	651	505	426	496	598	841	835	979	0
Amari	F	0	0	0	0	0	0	0	0	0	0	0	36	194	153	166	144	161	147	147	170	177	194	0	0	0	0	0	0	0	0	0	0	0	970	393	484	461	514	483	512	525	475	459	423
Amari	M	0	0	0	0	0	0	0	0	0	0	0	0	224	262	250	265	271	243	244	344	344	342	0	0	0	0	0	0	0	0	0	0	0	0	344	300	317	307	310	337	340	265	269	275
Amarion	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amaris	F	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	89	96	82	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	789	751	860
Amaya	F	0	0	0	0	0	0	0	0	0	0	0	0	395	387	348	374	371	346	340	384	400	445	0	0	0	0	0	0	0	0	0	0	0	0	198	202	226	210	215	235	237	212	204	176
Amayah	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	855
Amber	F	16	27	24	0	0	0	14	31	142	1401	4091	2885	483	427	350	309	312	281	264	245	220	202	940	837	878	0	0	0	997	845	408	65	12	20	165	186	224	260	261	287	309	334	375	401
Ambrose	M	149	153	113	103	70	37	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	294	375	406	480	687	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ameer	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	53	58	56	67	72	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	953	904	934	836	808	806
Amelia	F	1035	776	578	509	347	264	175	129	125	158	258	338	1020	1129	1362	1604	1829	2041	2199	2472	2723	3074	100	120	160	171	214	255	307	391	442	405	263	214	68	55	41	30	23	17	15	12	11	8
Amelie	F	0	0	0	0	0	0	0	0	0	0	0	0	88	104	105	101	114	117	107	112	111	110	0	0	0	0	0	0	0	0	0	0	0	0	781	675	681	695	632	605	664	641	665	685
America	F	53	30	16	0	0	0	0	0	0	0	0	0	145	132	110	84	73	88	81	71	0	0	551	802	966	0	0	0	0	0	0	0	0	0	503	559	659	811	901	777	846	961	0	0
Americo	M	0	0	0	46	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ami	F	0	0	0	0	0	0	0	0	0	83	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	887	0	0	0	0	0	0	0	0	0	0	0
Amia	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	99	90	89	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	708	782	805	850
Amiah	F	0	0	0	0	0	0	0	0	0	0	0	0	65	64	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	992	986	0	0	0	0	0	0	0
Amie	F	36	34	46	16	0	0	0	0	28	232	163	36	0	0	0	0	0	0	0	0	0	0	681	749	667	968	0	0	0	0	912	317	377	971	0	0	0	0	0	0	0	0	0	0
Amina	F	0	0	0	0	0	0	0	0	0	0	0	0	90	95	100	92	102	114	196	267	280	305	0	0	0	0	0	0	0	0	0	0	0	0	763	733	707	752	696	620	407	303	292	270
Aminah	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	887
Amir	M	0	0	0	0	0	0	0	0	0	0	48	90	264	294	305	350	370	439	456	555	618	677	0	0	0	0	0	0	0	0	0	0	667	540	297	280	278	250	248	216	212	188	165	149
Amira	F	0	0	0	0	0	0	0	0	0	0	0	0	171	155	149	147	154	168	192	215	221	264	0	0	0	0	0	0	0	0	0	0	0	0	436	480	497	503	502	461	418	381	373	317
Amirah	F	0	0	0	0	0	0	0	0	0	0	0	0	90	83	81	87	95	84	107	107	102	117	0	0	0	0	0	0	0	0	0	0	0	0	765	824	824	785	738	810	665	668	707	659
Amit	M	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0	0	0	0	0	0	0
Amiya	F	0	0	0	0	0	0	0	0	0	0	0	0	109	117	109	107	111	112	100	101	98	99	0	0	0	0	0	0	0	0	0	0	0	0	660	622	662	665	645	635	701	703	737	736
Amiyah	F	0	0	0	0	0	0	0	0	0	0	0	0	155	186	202	226	208	246	265	266	313	310	0	0	0	0	0	0	0	0	0	0	0	0	479	413	393	361	380	333	307	304	256	266
Ammie	F	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammon	M	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amos	M	503	424	369	270	219	157	93	70	54	64	60	32	0	47	0	62	69	73	90	84	95	90	121	147	180	222	256	296	379	439	544	556	593	888	0	997	0	860	808	776	688	732	678	704
